"geoRegion","datum","entries","sumTotal","freq","prct","pop","inz_entries","inzsumTotal","type","type_variant","version","datum_unit","datum_dboardformated","timeframe_all","timeframe_phase2","timeframe_phase2b","timeframe_28d","timeframe_14d","pos_anteil"
"LU",202037,3352,29992,1,100,413120,811.39,7259.88,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,1.07
"LU",202038,2985,32977,1,100,413120,722.55,7982.43,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.04
"LU",202039,2530,35507,1,100,413120,612.41,8594.84,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.54
"LU",202040,2155,37662,1,100,413120,521.64,9116.48,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,2.88
"LU",202041,3211,40873,1,100,413120,777.26,9893.74,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,7.88
"LU",202042,4767,45640,1,100,413120,1153.9,11047.64,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,13.59
"LU",202043,6671,52311,1,100,413120,1614.79,12662.42,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,18.59
"LU",202044,8051,60362,1,100,413120,1948.83,14611.25,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,23.76
"LU",202045,6998,67360,1,100,413120,1693.94,16305.19,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,22.89
"LU",202046,6313,73673,1,100,413120,1528.13,17833.32,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.64
"LU",202047,5933,79606,1,100,413120,1436.14,19269.46,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,21.52
"LU",202048,5921,85527,1,100,413120,1433.24,20702.7,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,18.76
"LU",202049,6395,91922,1,100,413120,1547.98,22250.68,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,18.7
"LU",202050,7590,99512,1,100,413120,1837.24,24087.92,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,21.32
"LU",202051,9305,108817,1,100,413120,2252.37,26340.29,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,17.72
"LU",202052,7981,116798,1,100,413120,1931.88,28272.17,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,17.57
"LU",202053,6180,122978,1,100,413120,1495.93,29768.11,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,21.65
"LU",202101,7304,130282,1,100,413120,1768.01,31536.12,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE,19.55
"LU",202102,6527,136809,1,100,413120,1579.93,33116.04,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE,16.96
"LU",202103,6417,143226,1,100,413120,1553.3,34669.35,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE,12.4
"LU",202104,6192,149418,1,100,413120,1498.84,36168.18,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE,8.27
"LU",202105,2802,152220,1,100,413120,678.25,36846.44,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE,10.39
"NE",202009,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202010,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202011,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202012,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202013,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202014,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202015,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202016,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202017,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202018,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202019,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202020,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202021,NA,NA,NA,NA,176496,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NE",202022,746,746,1,100,176496,422.67,422.67,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,0.67
"NE",202023,664,1410,1,100,176496,376.21,798.88,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,1.2
"NE",202024,1072,2482,1,100,176496,607.38,1406.26,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,0.37
"NE",202025,1206,3688,1,100,176496,683.3,2089.57,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,0.41
"NE",202026,1343,5031,1,100,176496,760.92,2850.49,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.37
"NE",202027,1358,6389,1,100,176496,769.42,3619.91,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.37
"NE",202028,1002,7391,1,100,176496,567.72,4187.63,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,0.4
"NE",202029,806,8197,1,100,176496,456.67,4644.3,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.36
"NE",202030,504,8701,1,100,176496,285.56,4929.86,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,1.19
"NE",202031,461,9162,1,100,176496,261.2,5191.05,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,3.04
"NE",202032,595,9757,1,100,176496,337.12,5528.17,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.85
"NE",202033,642,10399,1,100,176496,363.75,5891.92,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,4.21
"NE",202034,817,11216,1,100,176496,462.9,6354.82,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,2.94
"NE",202035,1194,12410,1,100,176496,676.5,7031.32,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.18
"NE",202036,1726,14136,1,100,176496,977.93,8009.25,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,2.09
"NE",202037,1753,15889,1,100,176496,993.22,9002.47,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,4.28
"NE",202038,1465,17354,1,100,176496,830.05,9832.52,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,3.41
"NE",202039,1113,18467,1,100,176496,630.61,10463.13,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,6.2
"NE",202040,1274,19741,1,100,176496,721.83,11184.96,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,6.36
"NE",202041,1796,21537,1,100,176496,1017.59,12202.54,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,16.59
"NE",202042,2211,23748,1,100,176496,1252.72,13455.26,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,25.24
"NE",202043,3198,26946,1,100,176496,1811.94,15267.2,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,35.96
"NE",202044,4354,31300,1,100,176496,2466.91,17734.11,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,40.74
"NE",202045,5300,36600,1,100,176496,3002.9,20737.01,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,43.75
"NE",202046,4104,40704,1,100,176496,2325.27,23062.28,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,32.46
"NE",202047,3299,44003,1,100,176496,1869.16,24931.44,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,25.13
"NE",202048,3229,47232,1,100,176496,1829.5,26760.95,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,20.16
"NE",202049,2879,50111,1,100,176496,1631.2,28392.14,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,19.35
"NE",202050,2911,53022,1,100,176496,1649.33,30041.47,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,16.25
"NE",202051,3239,56261,1,100,176496,1835.17,31876.64,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,11.82
"NE",202052,3283,59544,1,100,176496,1860.1,33736.74,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,12.09
"NE",202053,2687,62231,1,100,176496,1522.41,35259.16,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,17.16
"NE",202101,2998,65229,1,100,176496,1698.62,36957.78,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE,16.88
"NE",202102,2503,67732,1,100,176496,1418.16,38375.94,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE,14.74
"NE",202103,2587,70319,1,100,176496,1465.76,39841.7,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE,11.52
"NE",202104,2647,72966,1,100,176496,1499.75,41341.45,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE,9.37
"NE",202105,1447,74413,1,100,176496,819.85,42161.3,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE,8.71
"NW",202009,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202010,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202011,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202012,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202013,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202014,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202015,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202016,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202017,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202018,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202019,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202020,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202021,NA,NA,NA,NA,43087,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202022,93,93,1,100,43087,215.84,215.84,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,1.08
"NW",202023,86,179,1,100,43087,199.6,415.44,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"NW",202024,103,282,1,100,43087,239.05,654.49,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"NW",202025,150,432,1,100,43087,348.13,1002.62,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"NW",202026,157,589,1,100,43087,364.38,1367,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"NW",202027,265,854,1,100,43087,615.03,1982.04,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"NW",202028,187,1041,1,100,43087,434.01,2416.04,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.07
"NW",202029,137,1178,1,100,43087,317.96,2734,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,1.46
"NW",202030,104,1282,1,100,43087,241.37,2975.38,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"NW",202031,130,1412,1,100,43087,301.72,3277.09,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,0.77
"NW",202032,144,1556,1,100,43087,334.21,3611.3,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,1.39
"NW",202033,116,1672,1,100,43087,269.22,3880.52,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"NW",202034,150,1822,1,100,43087,348.13,4228.65,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"NW",202035,225,2047,1,100,43087,522.2,4750.85,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,0.89
"NW",202036,361,2408,1,100,43087,837.84,5588.69,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,1.39
"NW",202037,302,2710,1,100,43087,700.91,6289.6,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.66
"NW",202038,246,2956,1,100,43087,570.94,6860.54,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,0.41
"NW",202039,225,3181,1,100,43087,522.2,7382.74,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,1.78
"NW",202040,195,3376,1,100,43087,452.57,7835.31,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,8.72
"NW",202041,350,3726,1,100,43087,812.31,8647.62,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,12.57
"NW",202042,545,4271,1,100,43087,1264.88,9912.5,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-42",TRUE,TRUE,TRUE,FALSE,FALSE,10.64
"NW",202043,589,4860,1,100,43087,1367,11279.5,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-43",TRUE,TRUE,TRUE,FALSE,FALSE,15.96
"NW",202044,618,5478,1,100,43087,1434.31,12713.81,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-44",TRUE,TRUE,TRUE,FALSE,FALSE,22.82
"NW",202045,654,6132,1,100,43087,1517.86,14231.67,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-45",TRUE,TRUE,TRUE,FALSE,FALSE,25.08
"NW",202046,511,6643,1,100,43087,1185.97,15417.64,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-46",TRUE,TRUE,TRUE,FALSE,FALSE,21.33
"NW",202047,457,7100,1,100,43087,1060.64,16478.29,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-47",TRUE,TRUE,TRUE,FALSE,FALSE,17.07
"NW",202048,499,7599,1,100,43087,1158.12,17636.41,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-48",TRUE,TRUE,TRUE,FALSE,FALSE,14.03
"NW",202049,590,8189,1,100,43087,1369.32,19005.73,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-49",TRUE,TRUE,TRUE,FALSE,FALSE,19.66
"NW",202050,593,8782,1,100,43087,1376.29,20382.02,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-50",TRUE,TRUE,TRUE,FALSE,FALSE,18.55
"NW",202051,903,9685,1,100,43087,2095.76,22477.78,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-51",TRUE,TRUE,TRUE,FALSE,FALSE,13.95
"NW",202052,616,10301,1,100,43087,1429.67,23907.44,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-52",TRUE,TRUE,TRUE,FALSE,FALSE,16.56
"NW",202053,557,10858,1,100,43087,1292.73,25200.18,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-53",TRUE,TRUE,TRUE,FALSE,FALSE,22.8
"NW",202101,662,11520,1,100,43087,1536.43,26736.6,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-01",TRUE,TRUE,TRUE,TRUE,FALSE,19.34
"NW",202102,649,12169,1,100,43087,1506.25,28242.86,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-02",TRUE,TRUE,TRUE,TRUE,FALSE,14.48
"NW",202103,798,12967,1,100,43087,1852.07,30094.92,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-03",TRUE,TRUE,TRUE,TRUE,TRUE,14.04
"NW",202104,902,13869,1,100,43087,2093.44,32188.36,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-04",TRUE,TRUE,TRUE,TRUE,TRUE,6.76
"NW",202105,425,14294,1,100,43087,986.38,33174.74,"COVID19Test","","2021-02-04_07-48-55","isoweek","2021-05",FALSE,FALSE,FALSE,FALSE,FALSE,6.35
"OW",202009,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-09",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202010,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-10",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202011,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-11",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202012,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-12",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202013,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-13",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202014,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-14",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202015,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-15",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202016,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-16",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202017,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-17",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202018,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-18",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202019,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-19",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202020,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-20",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202021,NA,NA,NA,NA,37930,NA,NA,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-21",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202022,63,63,1,100,37930,166.1,166.1,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-22",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202023,68,131,1,100,37930,179.28,345.37,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-23",TRUE,FALSE,FALSE,FALSE,FALSE,NA
"OW",202024,101,232,1,100,37930,266.28,611.65,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-24",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"OW",202025,141,373,1,100,37930,371.74,983.39,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-25",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"OW",202026,165,538,1,100,37930,435.01,1418.4,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-26",TRUE,TRUE,FALSE,FALSE,FALSE,0.61
"OW",202027,232,770,1,100,37930,611.65,2030.06,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-27",TRUE,TRUE,FALSE,FALSE,FALSE,0.43
"OW",202028,168,938,1,100,37930,442.92,2472.98,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-28",TRUE,TRUE,FALSE,FALSE,FALSE,1.79
"OW",202029,145,1083,1,100,37930,382.28,2855.26,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-29",TRUE,TRUE,FALSE,FALSE,FALSE,2.07
"OW",202030,91,1174,1,100,37930,239.92,3095.18,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-30",TRUE,TRUE,FALSE,FALSE,FALSE,2.2
"OW",202031,107,1281,1,100,37930,282.1,3377.27,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-31",TRUE,TRUE,FALSE,FALSE,FALSE,1.87
"OW",202032,106,1387,1,100,37930,279.46,3656.74,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-32",TRUE,TRUE,FALSE,FALSE,FALSE,2.83
"OW",202033,84,1471,1,100,37930,221.46,3878.2,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-33",TRUE,TRUE,FALSE,FALSE,FALSE,NA
"OW",202034,154,1625,1,100,37930,406.01,4284.21,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-34",TRUE,TRUE,FALSE,FALSE,FALSE,5.19
"OW",202035,236,1861,1,100,37930,622.2,4906.41,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-35",TRUE,TRUE,FALSE,FALSE,FALSE,2.12
"OW",202036,261,2122,1,100,37930,688.11,5594.52,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-36",TRUE,TRUE,FALSE,FALSE,FALSE,0.38
"OW",202037,300,2422,1,100,37930,790.93,6385.45,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-37",TRUE,TRUE,FALSE,FALSE,FALSE,0.67
"OW",202038,202,2624,1,100,37930,532.56,6918.01,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-38",TRUE,TRUE,FALSE,FALSE,FALSE,2.48
"OW",202039,218,2842,1,100,37930,574.74,7492.75,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-39",TRUE,TRUE,FALSE,FALSE,FALSE,3.21
"OW",202040,168,3010,1,100,37930,442.92,7935.67,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-40",TRUE,TRUE,TRUE,FALSE,FALSE,3.57
"OW",202041,249,3259,1,100,37930,656.47,8592.14,"COVID19Test","","2021-02-04_07-48-55","isoweek","2020-41",TRUE,TRUE,TRUE,FALSE,FALSE,17.27
